0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.010029,0.010029,0.702000,0.702000,0.000000,0.000000,0.105000,0.105000,0.045000,0.045000,0.105000,0.105000,0.000000,0.000000,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.033429,0.033429,0.702000,0.702000,0.005014,0.005014,0.105000,0.105000,0.150000,0.150000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.055157,0.055157,0.702000,0.702000,0.055157,0.055157,0.105000,0.105000,0.045000,0.045000,0.105000,0.105000,0.015000,0.015000,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.023400,0.023400,0.702000,0.702000,0.035100,0.035100,0.105000,0.105000,0.015000,0.015000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.016714,0.016714,0.702000,0.702000,0.012536,0.012536,0.105000,0.105000,0.030000,0.030000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.016714,0.016714,0.702000,0.702000,0.005014,0.005014,0.105000,0.105000,0.075000,0.075000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.033429,0.033429,0.702000,0.702000,0.005014,0.005014,0.105000,0.105000,0.150000,0.150000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.023400,0.023400,0.702000,0.702000,0.035100,0.035100,0.105000,0.105000,0.015000,0.015000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.016714,0.016714,0.702000,0.702000,0.005014,0.005014,0.105000,0.105000,0.075000,0.075000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
0.002067,0.001194,0.003086,0.001952,0.234000,0.234000,0.016714,0.016714,0.702000,0.702000,0.012536,0.012536,0.105000,0.105000,0.030000,0.030000,0.105000,0.105000,0.007500,0.007500,6841.054668,5006.560131,
